scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Steel & Metallurgy,IS 374:2019,Electric Ceiling Type Fans,"85. Fire Extinguishers (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1659:2004,Block Boards,"86. Electric Ceiling Type Fans (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12823:2015,Prelaminated particle boards from wood and other Lignocellulosic material,"Wood Based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3087:2005,Particle boards of wood and other lignocellulosic materials (medium density) for general purpose,"Wood Based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12406:2021,Medium density fibre boards for general purpose,"Wood Based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3097:2006,Veneered particle boards,"Wood Based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1726:1991,Cast iron man hole covers and frames,"Wood Based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1729:2002,Cast iron/ductile iron drainage pipes and pipe fittings for over ground non-pressure pipelines socket and spigot series,"Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1879:2010,Malleable cast iron pipe fittings,"Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13349:1992,Cast iron single faced thimble mounted sluice gates,"Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 210:2009,Grey iron castings,"Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1537:1976,"Vertically cast – iron pressure pipes for water, gas and sewage","Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17293:2020,Electric Cable for Photovoltic Systems for rated voltage 1500V DC,"Cast Iron Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17505(Part 1): 2021,"Thermosetting Insulated, Fire Survival Cables for working voltage upto and including 1100V AC and 1500V DC","89. Solar DC Cable and Fire Survival Cable (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 617:1994,Cast aluminium and its alloys – Ingots and castings for general engineering purposes,"89. Solar DC Cable and Fire Survival Cable (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 11890 : 1987,High purity primary aluminum ingot for remelting for special applications,"Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6754:1972,Aluminum alloy ingots for remelting for general engineering purpose,"Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2590 : 1987,Primary aluminium ingots for remelting for general engineering purpose,"Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4026 : 2023,Aluminum ingots billets and wire bars (EC GRADE),"Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 191:2007,Copper,"Withdrawal of Aluminium and Aluminium Alloys (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7506:1987,Nickel Powder,"Withdrawal of Copper (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 303 : 1989,Plywood for general purposes,"Withdrawal of Nickel (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2202 (Part 1) : 1999,Wooden flush door shutters (solid core type) – Plywood face panels,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 710 : 2010,Marine plywood,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5509 : 2021,Fire retardant plywood,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1328 : 1996,Veneered decorative plywood,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2191 (Part 2): 2022,Wooden flush door shutters (cellular and hollow core type) – Particle board and hardboard face panels,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2191 (Part 1): 2022,Wooden flush door shutters (cellular and hollow core type) – Plywood face panels,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2202 (Part 2): 2022,"Wooden Flush Door Shutters (Solid core type) – Particle board, High Density Fibre Board, Medium Density Fibre Board and Fibre Hardboard Face Panels","Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4990 : 2011,Plywood for concrete shuttering works – Specification,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10701 : 2012,Structural plywood – Specification,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1921: 2005,Flux Cored Solder Wire,"Plywood and Wooden flush door shutters (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15155 : 2020,Bar or wire Wrapped Steel Cylinder Pipes with Mortar Lining and Coating Including Specials,"Rescind Flux Cored Solder Wire (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16651 : 2017,High Strength deformed stainless steel bars and wires for concrete reinforcement,"91. Miscellaneous Steel Products (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6392 : 2020,Steel Pipe Flanges,"91. Miscellaneous Steel Products (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6913 : 1973,Stainless steel tubes for the food and beverage industry,"91. Miscellaneous Steel Products (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7092 (Part 1):1992,Aluminium alloy tubes for irrigation purposes -welded tubes,"91. Miscellaneous Steel Products (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7092 (Part 2):1987,Aluminium alloy tube for irrigation purposes – extruded tube,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5484:1997,EC Grade Aluminium Rod produced by Continuous Casting and Rolling,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 733:1983,"Wrought aluminium and aluminium alloy bars, rods and sections (For General Engineering Purposes)","Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 734:1975,"Wrought aluminium and aluminium alloys, forging stock and forgings for general engineering purposes","Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 736:1986,Wrought aluminium and aluminium alloy plate for general engineering purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 737:2008,Wrought aluminium and aluminium alloy sheet and strip for general engineering purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 739:1992,Wrought aluminium and aluminium alloy wire for general engineering purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 740:1977,Wrought aluminium and aluminium alloy rivet stock for general engineering purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5082:1998,"Wrought aluminium and aluminium alloy bars, rods, tubes, sections, plates and sheets for electrical applications","Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16011:2012,Aluminium and aluminium alloy foil for pharmaceutical packaging,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17682:2021,Aluminium composite panel,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1285:2002,Wrought aluminium and aluminium alloys- Extruded round tube and hollow sections for general engineering purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2067:1975,Wrought Aluminium Wire for Electrical Purposes,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 21:1992,Wrought aluminium and aluminium alloys for manufacture of utensils,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1254:2007,Corrugated Aluminium Sheet,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7902:2001,Aluminium alloy forging stock and forgings (Alloy 24345) for aerospace applications,"Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2403 :2014 / ISO 606 : 2004,"Short – Pitch Transmission Precision Roller and Bush Chains, Attachments and Associated Chain Sprockets","Aluminium and Aluminium Alloy Products (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1475 (Part 1) : 2001,Self- Contained Drinking Water Coolers – Energy Consumption and Performance,"Precision Roller and Bush Chains, attachments and associated Chains sprockets (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5405 : 2019,Sanitary napkins,"Self-Contained Drinking Water Cooler (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17509 : 2021,Disposable baby diaper,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17514 : 2021,Reusable Sanitary pad/ Sanitary Napkin/ Period Panties,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17349 : 2020,Shoe covers,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17354 : 2020,Dental Bib or Napkins,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17630 : 2021,Bed sheet and Pillow Cover,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16718 : 2021,Polypropylene Spun Bonded Non—Woven Crop Cover and Fruit Skirting Bags for Agriculture and Horticulture Applications,"Medical Textiles (Quality Control) Second Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16513 : 2016,Insect nets for Agriculture and Horticulture purpose,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16202 : 2014,Woven Ground covers for Horticulture Application,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17070 : 2019,Jute Agro textiles for Growth of Plants and Suppression of Weeds,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15907 : 2010,High Density Polyethylene (HDPE) woven beds for vermiculture,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16089 : 2013,Sapling bags for growth of seedling /sapling,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16190 : 2014,High Density Polyethylene (HDPE) laminated woven lay flat tube for irrigation purpose,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16390 : 2015,Nylon Knitted seamless gloves for tobacco harvesters,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16627 : 2017,High density polyethylene (HDPE) laminated woven lay flat tube for use in mains and submains of drip irrigation system,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17355 : 2020,Propylene Spun bonded non—woven mulch mat for agriculture and horticulture applications,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17356 : 2020,Windshield nets for agriculture and horticulture purpose,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17357 : 2020,Harvest nets for agriculture and horticulture purposes,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17358 (Part 1) : 2020,Fencing nets for agriculture and horticulture purposes – made from extruded polymer mesh,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17358 (Part 2) : 2020,Fencing nets for agriculture and horticulture purposes -made from mono filament yarns and combination of tape and mono filament yarns,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17513 : 2020,Plant Support Nets for Agriculture and Horticulture Purposes,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17728 : 2021,High Density Polyethylene (HDPE) Laminated Woven Lay Flat Tube and Fittings for use in Rain Irrigation System,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17729 : 2021,Flexible Water Storage Tank for Agriculture and Horticulture Purposes,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17730 (Part 1) : 2021,Hail Protection Nets for Agriculture and Horticulture Purposes- Warp Knitted Hail Protection Nets,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17730 (Part 2) : 2021,Hail Protection Nets for Agriculture and Horticulture Purposes – Woven Hail Protection Nets,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17731 : 2021,Laminated Woven Orchard Protection Covers,"Agro Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
