scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Food & Agriculture,IS 3735: 1996,Canvas Shoes Rubber Sole,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 3736: 1995,Canvas Boots Rubber Sole,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 3976: 2018,Safety Rubber Canvas Boots for Miners,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 11226: 1993,Leather safety footwear having direct moulded rubber sole,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 14544: 1998,Leather safety footwear with direct moulded polyvinyl chloride (PVC) sole,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15844(Part-1): 2023,Sports Footwear for General Purpose,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15844(Part-2): 2023,Sports Footwear for Performance Sports Footwear,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15844(Part 3): 2024,Sports Footwear for Professional Sports Footwear,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17012: 2018,High ankle tactical boots with PU – Rubber sole,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17037: 2018,Antiriot shoes,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17043 (Part-1): 2024,Shoes for Services,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17043 (Part-2): 2024,Shoes for General Purpose,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15298 (Part 2): 2016,Personal protective equipment – Part 2 Safety Footwear,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15298 ( Part 3) : 2019,Personal protective equipment – Part 3 Protective Footwear,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15298 (Part 4) : 2017,Personal protective equipment – Part 4 Occupational Footwear,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4296 (Part 1):2016,Tools for Pressing Part 1 Round Punches with 60 Degrees Conical Head and Straight Shank,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4296 (Part 2):2016,Tools for Pressing Part 2 Punches with Cylindrical Head and Straight or Reduced Shank,"64. Press Tool- Punches (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4296 (Part 3):2016,Tools for Pressing Part 3 Round Punches with 60 Degrees Conical Head and Reduced Shank,"64. Press Tool- Punches (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4151: 2015,Helmet for riders of Two Wheeler Motor Vehicles,"64. Press Tool- Punches (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 17550 (Part 1): 2021,Household Refrigerating Appliances- Characteristics and Test Methods part-1 General Requirements,"65. Helmet for riders of Two Wheeler Motor Vehicles (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 7872: 2018,Freezers,"Refrigerating Appliances (Quality Control) Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1536: 2001,"Centrifugally cast (Spun) iron pressure pipes for water, gas and sewage","Refrigerating Appliances (Quality Control) Amendment Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3989: 2009,"Centrifugally cast (Spun) iron spigot and socket soil, waste, ventilating and rainwater pipes, fittings and accessories","67. Centrifugally Cast (Spun) Iron Pipes (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15905: 2011,"Hubless centrifugally cast (Spun) iron pipes, fittings and accessories – Spigot series","67. Centrifugally Cast (Spun) Iron Pipes (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15769:2008,Flux Cored (Tubular) Electrodes for Gas Shielded and Self-Shielded Metal Welding of Carbon or Carbon- Manganese Steel,"67. Centrifugally Cast (Spun) Iron Pipes (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15449 : Part 1 : 2004,Household Zig-Zag Sewing Machine Head,"68. Flux Cored (Tubular) Electrodes (Quality Control) Order, 2021[(S.O. No. 1203 (E) 12/03/2021)](https://bis.gov.in/wp-content/uploads/2021/03/Flux-Cored-Tubular-Electrodes-Quality-Control-Order-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16240 : 2023,Reverse Osmosis Based Point of Use Water Treatment System for Drinking Purposes,"69. Sewing Machines (Quality Control) Order, 2021[(S.O. No. 1239 (E) 15.03.2021)](https://bis.gov.in/wp-content/uploads/2021/03/Household_Zig_Zag_Sewing_Machine.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1943:1995,A- twill Jute Bag,"69. Sewing Machines (Quality Control) Order, 2021[(S.O. No. 1239 (E) 15.03.2021)](https://bis.gov.in/wp-content/uploads/2021/03/Household_Zig_Zag_Sewing_Machine.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2566:1993,B-twill Jute bags for packing foodgrains,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12650:2018,Jute bags for packing 50 Kg foodgrains,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15138:2010,Jute bags for packing 50 Kg sugar,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16186:2014,Light weight jute sacking bags for packing 50 Kg foodgrains,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16372:2015,Jute bags for packing up to 30 Kg foodgrains,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17266:2019,Viscose Staple Fibres,"71. Jute Bags (Quality Control)Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15351 : 2015,Laminated High Density Polyethylene (HDPE) Woven Geomembrane for Water Proof Lining,"Rescind Viscose Staple Fibres (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15909 : 2020,Poly Vinyl Chloride (PVC) Geomembranes,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16653 : 2017,Needle punched non-woven geobags,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16654: 2017,Polypropylene Multifilament woven geobags,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14715 (Part 1): 2016,Jute Geotextiles,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14715 (Part 2): 2016,Jute Geotextiles,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15869 : 2020,Open Weave Coir Bhoovastra,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16391 : 2015,Geotextiles used in sub-grade separation in pavement structures,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16393 : 2015,Geotextiles used in Subsurface Drainage Application,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16362 : 2020,Geotextiles used in Sub-grade Stabilisation in pavement structures,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16352 : 2020,High Density Polyethylene (HDPE) Geomembranes for lining,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16090:2013,Geotextiles used as protection (or cushioning) materials,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16392:2015,Geotextiles for permanent erosion control in hard armor systems,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17371:2020,Geogrids for flexible pavements,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17372:2020,Polymeric strip or geostrip used as soil reinforcement in retaining structures,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17373:2020,Geogrids used in reinforced soil retaining structures,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17374:2020,Reinforced HDPE membrane for effluents and chemical resistance lining,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17483 (Part 1): 2020,Geocells,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17483 (Part 2): 2020,Geocells,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17880 :2022,Geosynthetics — Synthetic Polymer RopeGabions for Coastal and Waterways Protection — Specification,"Ministry of Textiles Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15741 : 2007,Curtains and Drapes,"73. Geotextiles (Quality Control) Order, 2024[S.O. 4332(E), dated 03rd October 2024](https://bis.gov.in/wp-content/uploads/2024/10/Geotextiles-QCO-2024-1.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16890 : 2018,Protective clothing for firefighters,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16874 : 2018,Protective gloves for firefighters,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15748 : 2022,Protective clothing for industrial workers exposed to heat,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15742 : 2007,Clothing made of limited flame spread materials and material assemblies affording protection against heat and flame,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15809 : 2017,High visibility Warning Clothes,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16655 : 2017,Protective Clothing for use in welding and allied processes,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16725 : 2018,Tactical 3 point sling,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16726 : 2018,Pouch for ammunition and grenades made of disruptive pattern nylon-66,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17051 : 2018,Bullet resistant jackets,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17286 : 2019,Water-proof multipurpose rain poncho,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15768 : 2008,Upholstered composites used for non-domestic furniture,"Protective Textiles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17803: 2022,"Potable Water Bottles (Copper, Stainless Steel, Aluminum)","Flame- Producing Lighters (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 814 : 2004,Covered electrodes for manual metal arc welding of carbon and carbon manganese steel,"Potable Water Bottles (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6419 : 1996,Welding rode and bare electrodes for gas shielded arc welding of structural steel,"78. Welding Rods and Electrodes (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16444 Part 1,A.C. Static Direct Connected Watt Hour Smart Meter Class 1 and 2,"78. Welding Rods and Electrodes (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16444 Part 2,"A.C. Static Transformer Operated Watt Hour and Var-Hour Smart Meters, Class 0.2S, 0.5S and 1.0S","79 . Smart Meters (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17790 : 2022,Insulated Flask for Domestic Use,"79 . Smart Meters (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17526 : 2021,Domestic Stainless steel vacuum flask/bottle,"Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17569: 2021,Insulated Container for Food Storage,"Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 3513 (Part 1) : 1989,Resin treated compressed wood laminates (compregs) – For electrical purposes,"Insulated Flask, Bottles and Containers for Domestic Use (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 3513 (Part 2) : 1989,Resin treated compressed wood laminates (compregs) – For chemical purposes,"Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 3513 (Part 3) : 1989,Resin treated compressed wood laminates (compregs) – For general purposes,"Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1363 (Part 1) :2019,"Hexagon Head Bolts, Screws and Nuts of product Grade C Hexagon Head Bolts (Size Range M 5 to M 64)","Resin Treated Compressed Wood Laminates (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1363 (Part 2) :2018,Hexagon Head Screw (Size ranges from M 5 to 64),"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1363 (Part 3) :2018,"Hexagon Head Bolts, Screws and Nuts of product Grade C – Hexagon Nuts (Size Range M5 to M64)","Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1364 (Part 1) :2018,"Hexagon Head Bolts, Screws and Nuts of product Grades A and B – Hexagon Head Bolts (Size Range M 1.6 To M 64)","Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1364 (Part 2) :2018,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B – Hexagon Head Screws (Size Range M 1.6 to M 64)","Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4621:1975,Indicating Bolts for use in public baths and lavatories,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 5187: 1972,Flush Bolts,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 10238:2001,Fasteners – Threaded Steel Fastener – Step Bolts for Steel Structures,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12427 : 2001,Fasteners – Threaded Steel Fasteners – Hexagon Head Transmission Tower Bolts,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3757 : 1985,High Strength Structural Bolts,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 204 (Part 2): 1992,Tower Bolts- Non-ferrous metal,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 204 (Part 1): 1991,Tower Bolts- Ferrous metals,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15834 : 2022,Stainless Steel Sliding Door Bolts (Aldrops) for use With Padlocks,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2681 : 1993,Non-ferrous metal sliding door bolts (aldrops) for use with padlocks,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 281 : 2009,Mild steel sliding door bolts for use with padlocks,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7534: 1985,Sliding locking bolts for use with padlocks,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1284 : 1975,Wrought Aluminium Alloy Bolt and Screw Stock for General Engineering purposes,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15833 : 2009,Stainless steel Tower Bolts,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6623 : 2004,High Strength Structural Nuts,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14756 : 2022,Stainless Steel Cookware,"Bolts, Nuts and Fasteners (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1660:2024,Wrought Aluminium Utensils,"Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 13983:1994,Stainless Steel Sinks for Domestic Purposes,"Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18427:2024,Three piece round open top metal cans for foods and beverages,"Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14407:2023,Aluminium cans for beverages,"Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17153:2019,Domestic Gas Stoves for use with Piped Natural Gas (PNG),"Cookware, Utensils and Cans for Foods and Beverages (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15683 : 2018,Portable Fire Extinguishers,"84. Domestic Gas Stoves for use with Piped Natural Gas (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16018:2012,Wheeled Fire Extinguishers,"85. Fire Extinguishers (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
